"year","season","sp.id2","mass.sp","mass.tot","prop","taxa","count"
"2012","fall",4,383.636279954603,602.945407608555,0.636270340753085,"Gammarids",17
"2012","fall",7,0.339048676744678,602.945407608555,0.00056232068851712,"Simuliids",17
"2012","fall",21,218.970078977207,602.945407608555,0.363167338558398,"Chironomids",17
"2012","spring",4,96.9000454811842,228.167493400046,0.42468821494782,"Gammarids",20
"2012","spring",7,0.587437711035972,228.167493400046,0.00257458984311151,"Simuliids",20
"2012","spring",21,130.680010207826,228.167493400046,0.572737195209068,"Chironomids",20
"2012","summer",4,5.95979910803297,340.63144004455,0.017496327136607,"Gammarids",20
"2012","summer",7,0.457520610396669,340.63144004455,0.0013431543792224,"Simuliids",20
"2012","summer",21,334.21412032612,340.63144004455,0.981160518484171,"Chironomids",20
"2013","fall",4,41.10324229993,79.4628861397629,0.517263395487999,"Gammarids",9
"2013","fall",21,38.3596438398329,79.4628861397629,0.482736604512001,"Chironomids",9
"2013","spring",4,171.686386092399,405.590861404793,0.423299443921767,"Gammarids",21
"2013","spring",7,21.3727481372807,405.590861404793,0.0526953394937319,"Simuliids",21
"2013","spring",21,212.531727175113,405.590861404793,0.524005216584501,"Chironomids",21
"2013","summer",4,203.41885597301,1698.94966085889,0.119732126654167,"Gammarids",19
"2013","summer",7,11.3652398990306,1698.94966085889,0.00668956836148107,"Simuliids",19
"2013","summer",21,1484.16556498684,1698.94966085889,0.873578304984352,"Chironomids",19
"2013","winter",4,181.746182745922,200.474534932905,0.906579894582364,"Gammarids",13
"2013","winter",7,2.139704109037,200.474534932905,0.0106731965222073,"Simuliids",13
"2013","winter",21,16.5886480779466,200.474534932905,0.0827469088954288,"Chironomids",13
"2014","fall",4,242.007165078897,301.939488560585,0.801508826263835,"Gammarids",14
"2014","fall",7,5.97043791092068,301.939488560585,0.0197736239780465,"Simuliids",14
"2014","fall",21,53.9618855707673,301.939488560585,0.178717549758119,"Chironomids",14
"2014","spring",4,98.5691649491718,252.747622363812,0.389990473608842,"Gammarids",17
"2014","spring",7,3.36288020723311,252.747622363812,0.0133052891884082,"Simuliids",17
"2014","spring",21,150.815577207407,252.747622363812,0.59670423720275,"Chironomids",17
"2014","summer",4,22.857625078845,230.563236403282,0.0991382036243817,"Gammarids",17
"2014","summer",7,145.950055609888,230.563236403282,0.633015297176885,"Simuliids",17
"2014","summer",21,61.7555557145489,230.563236403282,0.267846499198733,"Chironomids",17
"2014","winter",4,112.472688528046,183.027792493092,0.61451152852806,"Gammarids",12
"2014","winter",7,68.6769286641104,183.027792493092,0.375226776920793,"Simuliids",12
"2014","winter",21,1.8781753009349,183.027792493092,0.0102616945511474,"Chironomids",12
"2015","spring",4,353.296261412849,1435.03722522781,0.246193098828334,"Gammarids",18
"2015","spring",7,312.10529630508,1435.03722522781,0.217489338128865,"Simuliids",18
"2015","spring",21,769.635667509884,1435.03722522781,0.536317563042801,"Chironomids",18
"2015","summer",4,314.119788083083,558.892887711758,0.562039337034982,"Gammarids",14
"2015","summer",7,144.985630971767,558.892887711758,0.259415773862095,"Simuliids",14
"2015","summer",21,99.787468656908,558.892887711758,0.178544889102923,"Chironomids",14
"2015","winter",4,81.9423781577078,469.873176968298,0.174392542869576,"Gammarids",14
"2015","winter",7,375.175715751477,469.873176968298,0.798461657616156,"Simuliids",14
"2015","winter",21,12.7550830591136,469.873176968298,0.0271457995142681,"Chironomids",14
